employee_id,business_unit,job_role,age,gender,marital_status,education_field,distance_from_home_km,years_at_company,total_working_years,months_since_last_promotion,overtime,job_satisfaction,work_life_balance,performance_rating,stock_option_level,monthly_income,attrition
826,Customer Support,Analyst,25,Male,Married,Human Resources,1,1,5,18,No,4,1,3,1,69800,No
827,Sales-West,Analyst,38,Female,Married,Business,21,7,13,11,No,3,3,3,0,83100,No
828,Sales-West,Associate,50,Male,Married,Life Sciences,3,3,10,9,Yes,3,3,3,2,50700,No
829,Sales-West,Associate,44,Male,Married,Business,10,6,14,7,No,1,3,3,2,60500,No
830,R&D-Core,Manager,37,Male,Divorced,Business,28,3,8,6,No,2,2,3,0,133800,No
831,Customer Support,Manager,54,Male,Married,Business,5,7,14,18,No,3,1,4,2,148400,No
832,R&D-Core,Associate,43,Male,Married,Marketing,3,1,10,19,No,3,3,3,0,33900,No
833,R&D-Core,Analyst,44,Male,Single,Technical Degree,3,4,4,7,No,4,2,3,0,60500,No
834,Finance,Manager,32,Female,Single,Technical Degree,23,10,18,4,No,3,1,3,1,136000,No
835,Sales-West,Manager,47,Male,Single,Other,14,2,8,4,No,4,2,4,2,135300,No
836,Sales-East,Analyst,35,Male,Married,Marketing,1,2,6,9,Yes,2,1,3,0,64700,No
837,Finance,Manager,28,Female,Single,Business,12,3,8,19,Yes,3,4,3,1,114700,Yes
838,Customer Support,Representative,50,Male,Divorced,Technical Degree,13,1,2,10,No,4,2,3,1,36500,No
839,R&D-Core,Senior Analyst,43,Female,Single,Business,3,1,10,7,Yes,4,4,3,1,86800,No
840,Finance,Representative,39,Female,Married,Marketing,9,1,4,9,No,2,4,3,2,38000,No
841,Sales-East,Associate,48,Male,Single,Technical Degree,13,4,5,8,No,3,2,3,1,47300,No
842,R&D-Core,Analyst,44,Male,Married,Marketing,10,1,4,9,No,4,3,3,1,56800,No
843,HR,Associate,50,Female,Married,Marketing,17,5,9,1,No,3,2,3,3,59700,Yes
844,Sales-West,Associate,37,Male,Single,Life Sciences,3,2,5,11,No,4,3,3,0,46500,Yes
845,R&D-Core,Senior Analyst,59,Female,Divorced,Marketing,13,12,17,7,No,4,4,3,1,130600,No
846,HR,Analyst,42,Female,Single,Other,12,0,7,14,No,2,3,3,1,53900,No
847,HR,Manager,39,Female,Single,Life Sciences,25,1,6,19,Yes,3,2,3,1,120900,No
848,Sales-East,Executive,55,Male,Married,Marketing,23,5,13,6,No,2,3,3,2,200000,No
849,Finance,Representative,59,Female,Married,Marketing,20,2,6,21,Yes,4,3,3,1,32900,No
850,Sales-East,Associate,31,Male,Divorced,Marketing,16,8,16,17,Yes,1,2,4,0,60900,No
851,Operations,Associate,30,Male,Single,Other,24,1,5,9,No,4,3,3,1,39000,No
852,Sales-West,Manager,41,Male,Single,Technical Degree,4,0,1,14,No,1,3,3,0,124000,Yes
853,Sales-West,Analyst,23,Male,Married,Other,22,2,8,8,Yes,1,3,3,2,47500,No
854,Sales-West,Associate,47,Female,Divorced,Life Sciences,24,6,7,4,No,4,3,3,1,57800,No
855,Operations,Analyst,47,Female,Divorced,Business,22,2,2,11,No,2,4,3,0,64200,No
856,Sales-West,Senior Analyst,24,Male,Single,Marketing,26,3,9,3,No,3,3,3,1,105700,Yes
857,HR,Associate,31,Female,Married,Other,24,1,4,12,No,4,3,4,0,57900,No
858,Operations,Executive,58,Male,Married,Technical Degree,14,12,19,12,Yes,2,3,3,2,225700,No
859,Operations,Analyst,28,Male,Married,Business,27,7,11,22,No,3,3,3,0,73000,No
860,Sales-East,Senior Analyst,40,Male,Single,Human Resources,11,11,18,13,No,4,4,4,0,95900,No
861,R&D-Platform,Analyst,47,Male,Divorced,Technical Degree,7,7,10,5,No,3,3,3,0,68900,No
862,HR,Analyst,30,Male,Married,Human Resources,1,1,10,5,No,3,4,3,0,62500,No
863,Finance,Analyst,34,Female,Single,Business,2,14,21,18,No,2,2,3,0,85900,No
864,R&D-Core,Representative,50,Female,Single,Technical Degree,3,4,7,6,No,3,3,4,0,43100,No
865,R&D-Core,Representative,37,Female,Married,Human Resources,3,0,1,16,No,4,3,3,0,37200,No
866,Sales-East,Associate,52,Male,Divorced,Business,11,4,4,23,Yes,3,1,3,1,56600,Yes
867,Sales-East,Associate,23,Female,Married,Business,10,0,8,16,No,3,3,4,1,41500,Yes
868,HR,Analyst,45,Female,Married,Business,4,6,9,6,No,4,1,3,3,72300,No
869,Sales-East,Senior Analyst,34,Male,Divorced,Technical Degree,18,7,12,12,Yes,3,4,3,2,90300,No
870,Sales-West,Associate,56,Male,Married,Marketing,29,1,4,7,No,3,3,3,0,45600,No
871,R&D-Core,Manager,38,Female,Divorced,Technical Degree,1,0,7,9,No,2,2,3,1,80800,No
872,Sales-East,Analyst,24,Male,Single,Marketing,19,1,2,17,Yes,2,3,3,1,61200,No
873,Sales-East,Analyst,53,Male,Single,Life Sciences,24,0,9,19,Yes,1,2,4,0,60600,No
874,Operations,Manager,41,Female,Single,Human Resources,10,2,8,20,No,4,1,3,1,120500,No
875,R&D-Platform,Senior Analyst,23,Male,Married,Business,12,8,8,8,No,2,3,3,0,100600,No
876,Sales-West,Associate,49,Male,Married,Technical Degree,17,1,6,4,No,4,3,3,1,36900,No
877,Finance,Associate,43,Male,Divorced,Other,9,9,18,6,No,2,3,3,0,52800,No
878,Sales-East,Analyst,56,Female,Married,Business,5,2,8,13,Yes,3,4,3,0,59200,Yes
879,Sales-West,Analyst,48,Male,Married,Life Sciences,24,6,12,12,No,4,3,3,1,72900,Yes
880,Operations,Associate,46,Male,Married,Life Sciences,27,6,14,19,No,4,3,3,0,56200,No
881,Operations,Analyst,29,Female,Married,Other,24,3,8,11,No,3,2,3,1,62100,Yes
882,Finance,Analyst,44,Male,Married,Human Resources,15,3,8,6,No,4,2,4,0,64400,No
883,Sales-East,Analyst,27,Female,Married,Technical Degree,26,3,4,5,Yes,1,4,3,0,68300,Yes
884,R&D-Core,Associate,36,Male,Married,Technical Degree,21,6,14,0,No,4,1,3,2,47500,No
885,Sales-East,Associate,37,Female,Divorced,Marketing,20,0,4,17,Yes,1,1,3,2,50600,No
886,Sales-West,Analyst,43,Female,Divorced,Marketing,6,0,8,24,No,3,4,3,0,74900,No
887,Sales-East,Analyst,29,Female,Married,Human Resources,2,14,16,13,Yes,1,1,3,1,89300,No
888,Sales-East,Senior Analyst,42,Male,Single,Other,14,1,6,13,Yes,1,3,4,2,82700,No
889,Finance,Manager,33,Male,Divorced,Marketing,6,15,24,2,Yes,4,4,3,0,179000,No
890,Sales-East,Associate,56,Female,Married,Marketing,21,3,9,14,Yes,4,3,3,1,56000,Yes
891,Sales-East,Senior Analyst,59,Female,Divorced,Technical Degree,18,1,1,12,No,1,3,3,0,101100,No
892,Operations,Analyst,53,Male,Married,Business,12,8,12,26,No,1,1,3,1,62600,Yes
893,R&D-Core,Representative,30,Male,Married,Business,16,7,7,7,Yes,1,3,3,0,44100,No
894,R&D-Core,Manager,49,Male,Divorced,Other,2,3,6,13,No,4,3,3,1,119700,No
895,Sales-East,Associate,59,Female,Married,Human Resources,15,2,6,9,Yes,3,3,4,1,45300,No
896,Customer Support,Senior Analyst,57,Male,Married,Other,14,3,10,12,No,4,2,4,0,95900,No
897,Finance,Analyst,55,Male,Divorced,Human Resources,3,0,6,13,No,3,3,3,0,64000,No
898,HR,Associate,23,Male,Married,Life Sciences,24,2,8,2,Yes,4,3,3,0,46200,No
899,HR,Associate,26,Female,Divorced,Human Resources,15,9,17,2,No,1,4,3,3,51400,No
900,Sales-East,Associate,51,Male,Married,Life Sciences,14,7,10,15,Yes,4,1,3,0,53300,Yes
901,Sales-West,Analyst,32,Female,Married,Other,21,2,10,18,Yes,2,4,3,0,55900,No
902,HR,Analyst,39,Female,Married,Life Sciences,29,0,6,8,No,3,3,4,0,72700,No
903,Operations,Manager,39,Male,Married,Business,15,2,6,10,No,1,3,3,0,103700,No
904,Customer Support,Manager,50,Female,Married,Marketing,17,2,7,12,Yes,2,3,3,1,136600,Yes
905,Finance,Associate,49,Male,Married,Marketing,21,24,25,2,No,4,3,4,0,78600,No
906,R&D-Platform,Manager,32,Male,Married,Other,26,8,9,10,No,1,3,4,1,149200,No
907,Sales-East,Representative,51,Male,Divorced,Human Resources,11,0,9,12,Yes,1,4,3,3,30700,Yes
908,Operations,Manager,39,Male,Married,Human Resources,1,4,11,15,No,2,4,4,2,126700,No
909,Sales-East,Associate,43,Male,Divorced,Business,20,6,10,7,No,2,4,3,0,51000,No
910,Sales-East,Analyst,53,Male,Married,Life Sciences,19,4,8,18,No,4,2,3,0,63000,No
911,Finance,Analyst,32,Male,Divorced,Other,5,10,17,2,No,4,3,3,0,75800,No
912,Customer Support,Associate,22,Female,Single,Life Sciences,15,2,11,15,No,4,4,3,1,48400,No
913,Customer Support,Senior Analyst,46,Male,Single,Life Sciences,18,1,4,12,Yes,3,3,3,0,83000,No
914,R&D-Platform,Associate,32,Male,Married,Business,11,5,13,4,Yes,3,2,3,3,54500,Yes
915,Sales-West,Associate,31,Female,Married,Life Sciences,4,3,3,2,No,3,4,3,2,53400,No
916,Sales-East,Analyst,40,Male,Divorced,Human Resources,27,23,24,16,No,3,2,4,1,95000,No
917,Customer Support,Analyst,55,Male,Married,Business,19,5,14,20,Yes,3,4,3,3,75100,No
918,Operations,Senior Analyst,54,Male,Married,Life Sciences,3,13,15,29,No,4,3,3,0,119100,No
919,Sales-West,Representative,49,Female,Single,Marketing,3,0,4,11,No,3,4,3,0,32700,No
920,Customer Support,Senior Analyst,31,Male,Married,Human Resources,15,1,7,14,Yes,1,2,4,1,92500,Yes
921,R&D-Core,Senior Analyst,57,Female,Divorced,Technical Degree,25,8,9,5,No,4,4,3,1,119500,No
922,R&D-Core,Analyst,53,Female,Divorced,Marketing,9,1,3,6,No,3,2,3,0,59500,No
923,R&D-Platform,Representative,22,Male,Married,Human Resources,7,2,8,5,Yes,4,1,4,1,29000,No
924,Sales-East,Representative,30,Female,Married,Marketing,28,10,18,10,Yes,2,3,3,0,49700,No
925,R&D-Platform,Analyst,25,Male,Married,Human Resources,19,1,1,6,Yes,2,4,3,0,69200,Yes
926,Sales-West,Analyst,32,Male,Married,Life Sciences,23,3,9,9,No,3,4,3,0,56700,No
927,Finance,Associate,47,Female,Married,Human Resources,10,4,6,0,No,2,2,4,2,49600,No
928,R&D-Platform,Analyst,42,Male,Divorced,Other,6,2,11,7,Yes,3,3,4,2,67100,No
929,Customer Support,Associate,26,Male,Divorced,Life Sciences,4,1,1,14,Yes,3,3,4,2,33200,No
930,Operations,Associate,46,Male,Single,Technical Degree,4,0,3,9,No,4,2,3,0,49200,No
931,R&D-Core,Associate,44,Female,Married,Life Sciences,16,6,14,16,Yes,1,3,3,0,57700,Yes
932,Sales-West,Representative,55,Female,Divorced,Human Resources,1,1,7,18,Yes,4,3,3,2,39500,No
933,Operations,Analyst,33,Male,Married,Technical Degree,16,4,10,15,Yes,1,4,3,0,79200,No
934,R&D-Platform,Representative,55,Male,Divorced,Marketing,6,2,8,13,No,3,3,4,0,32400,No
935,Sales-East,Analyst,46,Male,Married,Marketing,23,12,14,19,No,3,3,3,0,90800,No
936,Sales-East,Senior Analyst,30,Male,Divorced,Technical Degree,27,9,15,7,Yes,4,3,3,0,137200,No
937,Operations,Analyst,33,Male,Single,Life Sciences,23,11,16,13,No,4,3,4,1,58200,No
938,HR,Associate,50,Female,Divorced,Human Resources,26,8,17,0,No,4,3,3,1,53300,Yes
939,Sales-East,Analyst,47,Male,Divorced,Marketing,26,3,7,6,Yes,2,3,3,0,70800,No
940,R&D-Platform,Manager,45,Male,Single,Business,24,0,3,8,No,3,2,3,0,109500,Yes
941,R&D-Platform,Senior Analyst,36,Female,Married,Other,15,22,22,4,No,4,1,4,1,110000,Yes
942,R&D-Platform,Associate,36,Male,Single,Other,12,2,4,14,Yes,4,3,3,3,49400,No
943,Operations,Senior Analyst,42,Female,Married,Technical Degree,14,2,5,12,No,3,3,3,0,91800,No
944,Operations,Executive,51,Female,Married,Marketing,14,8,16,5,Yes,3,4,4,2,203400,No
945,Sales-East,Representative,30,Female,Married,Technical Degree,6,2,9,13,No,2,1,3,0,38100,No
946,Sales-East,Representative,56,Male,Divorced,Marketing,17,3,4,10,No,3,3,3,2,42300,No
947,R&D-Core,Associate,28,Female,Single,Business,3,1,1,6,No,4,2,3,0,51800,No
948,Customer Support,Associate,39,Male,Single,Technical Degree,24,4,9,19,No,4,4,3,1,52800,No
949,Finance,Associate,33,Male,Divorced,Other,3,5,10,6,No,4,2,3,1,44000,No
950,Finance,Analyst,56,Female,Single,Marketing,1,1,10,15,Yes,3,2,3,0,59400,Yes
951,HR,Analyst,27,Male,Single,Marketing,26,2,8,6,No,1,3,3,2,46100,No
952,Sales-West,Associate,25,Male,Single,Business,6,4,12,15,No,2,2,3,1,43800,No
953,Customer Support,Senior Analyst,47,Female,Married,Life Sciences,2,5,8,12,Yes,3,3,3,3,99400,No
954,Sales-East,Senior Analyst,27,Male,Married,Technical Degree,17,3,9,10,No,4,3,3,2,98500,No
955,Finance,Associate,59,Male,Divorced,Business,2,3,12,4,No,3,4,4,0,48700,No
956,Sales-West,Analyst,50,Female,Married,Technical Degree,5,1,1,7,No,4,3,4,2,61500,No
957,R&D-Platform,Representative,55,Male,Divorced,Business,13,1,1,15,No,3,3,3,1,27500,Yes
958,Operations,Analyst,32,Male,Married,Human Resources,28,0,9,16,No,4,3,3,2,50600,No
959,R&D-Platform,Analyst,50,Female,Divorced,Marketing,25,7,8,3,Yes,4,1,3,1,62300,Yes
960,Sales-East,Manager,43,Male,Single,Human Resources,2,1,5,14,Yes,1,1,3,1,114300,Yes
961,R&D-Core,Executive,37,Male,Married,Marketing,11,4,13,2,No,3,2,3,1,186400,No
962,Finance,Manager,40,Female,Married,Technical Degree,29,3,5,9,No,3,3,4,0,164500,No
963,Sales-East,Analyst,21,Male,Married,Life Sciences,5,16,24,8,Yes,4,4,3,1,99200,No
964,Sales-West,Representative,26,Female,Married,Life Sciences,7,4,4,15,No,4,1,3,2,34200,Yes
965,Sales-East,Manager,25,Female,Divorced,Life Sciences,24,1,8,16,Yes,2,2,3,0,113100,No
966,HR,Manager,50,Female,Single,Business,6,15,16,13,No,2,1,3,0,161800,No
967,R&D-Core,Associate,31,Male,Single,Life Sciences,4,4,10,9,No,3,4,3,2,46600,No
968,R&D-Platform,Senior Analyst,49,Male,Married,Life Sciences,13,12,12,14,No,3,4,3,2,107800,No
969,R&D-Core,Executive,48,Female,Married,Life Sciences,26,6,15,8,Yes,3,3,3,0,159300,Yes
970,Finance,Representative,26,Female,Single,Other,19,17,22,8,No,3,2,4,0,60000,No
971,Sales-West,Manager,33,Male,Single,Other,29,8,13,9,No,1,4,3,1,160200,No
972,Operations,Analyst,31,Male,Single,Marketing,29,2,5,14,No,3,2,3,2,68200,No
973,Operations,Associate,25,Male,Single,Human Resources,19,2,11,15,No,1,3,3,0,48100,No
974,R&D-Platform,Associate,52,Male,Single,Marketing,14,2,4,4,No,1,3,3,0,50100,No
975,R&D-Platform,Representative,35,Male,Single,Marketing,28,2,11,11,Yes,4,2,3,0,35300,Yes
976,Customer Support,Analyst,56,Male,Single,Human Resources,27,7,15,11,Yes,1,2,3,2,55000,No
977,Sales-West,Manager,53,Female,Single,Other,16,1,1,5,No,3,1,3,3,124800,No
978,Customer Support,Manager,54,Male,Married,Other,26,0,0,13,Yes,4,4,4,0,119700,No
979,Sales-West,Analyst,49,Male,Single,Life Sciences,13,1,7,10,No,1,1,4,0,51700,No
980,Finance,Analyst,40,Male,Single,Technical Degree,29,1,5,7,Yes,1,4,4,0,44800,No
981,R&D-Core,Senior Analyst,37,Male,Married,Business,12,3,6,5,No,1,4,3,0,104800,Yes
982,HR,Manager,35,Male,Divorced,Technical Degree,11,18,26,14,No,4,3,3,1,161000,No
983,Operations,Senior Analyst,45,Female,Divorced,Marketing,11,8,11,9,No,3,2,3,1,102200,No
984,Sales-East,Senior Analyst,38,Male,Married,Technical Degree,14,12,20,18,Yes,1,3,4,1,105200,Yes
985,Customer Support,Senior Analyst,54,Male,Single,Technical Degree,1,6,7,10,No,4,2,3,1,120000,No
986,HR,Senior Analyst,27,Female,Single,Life Sciences,1,4,11,4,No,3,3,3,1,77600,No
987,R&D-Core,Associate,35,Female,Married,Human Resources,16,1,6,6,No,4,2,4,2,51900,No
988,R&D-Core,Analyst,40,Female,Married,Marketing,12,9,14,18,No,1,3,3,0,52500,Yes
989,Sales-East,Associate,31,Female,Married,Marketing,28,1,10,8,No,3,3,3,0,51200,No
990,Sales-West,Analyst,30,Male,Married,Other,11,1,2,12,No,4,3,3,2,57700,No
991,Finance,Senior Analyst,42,Male,Married,Human Resources,17,1,1,11,No,3,3,4,1,63300,No
992,Sales-East,Representative,27,Male,Divorced,Other,4,2,5,16,Yes,3,3,3,0,37100,Yes
993,Finance,Analyst,51,Female,Single,Technical Degree,4,0,5,6,Yes,1,2,4,1,59100,Yes
994,Operations,Associate,35,Female,Single,Marketing,25,2,9,13,No,2,2,3,1,38100,No
995,Operations,Senior Analyst,50,Male,Single,Business,18,2,6,22,No,2,2,4,1,93400,Yes
996,Operations,Representative,23,Female,Married,Other,9,14,21,9,No,3,2,3,0,49200,No
997,Customer Support,Analyst,51,Female,Married,Marketing,26,10,15,21,Yes,1,3,3,2,82000,Yes
998,Sales-West,Senior Analyst,39,Female,Single,Life Sciences,4,3,9,12,Yes,1,2,3,0,76400,Yes
999,Operations,Senior Analyst,54,Male,Single,Other,21,17,18,17,Yes,3,4,3,2,115900,No
1000,Sales-West,Manager,48,Male,Married,Business,4,3,11,11,No,4,1,3,0,114700,No
1001,Customer Support,Executive,52,Male,Single,Technical Degree,3,2,2,22,Yes,2,4,3,2,192300,Yes
1002,Customer Support,Senior Analyst,46,Female,Single,Life Sciences,1,5,10,6,Yes,3,3,3,2,90800,No
1003,Finance,Senior Analyst,25,Female,Married,Human Resources,18,1,2,8,No,3,3,3,2,76400,No
1004,R&D-Platform,Analyst,59,Female,Divorced,Technical Degree,22,8,16,10,Yes,4,3,3,1,86200,No
1005,Sales-West,Analyst,36,Female,Married,Technical Degree,8,1,1,4,No,3,3,3,2,57400,No
1006,R&D-Platform,Executive,55,Female,Married,Technical Degree,16,4,13,7,No,3,2,3,2,226800,Yes
1007,R&D-Core,Manager,40,Male,Married,Human Resources,23,12,15,18,No,1,4,3,1,178500,No
1008,Sales-East,Executive,45,Female,Married,Technical Degree,16,0,1,11,Yes,1,3,3,0,163100,No
1009,Sales-East,Executive,28,Male,Single,Other,5,0,0,18,No,3,4,3,0,138900,No
1010,Customer Support,Senior Analyst,56,Female,Single,Other,12,4,5,7,Yes,1,3,4,2,96900,Yes
1011,Operations,Analyst,51,Male,Married,Life Sciences,22,15,17,20,Yes,2,4,4,0,93500,No
1012,Sales-East,Manager,38,Female,Married,Technical Degree,28,9,18,16,No,1,3,3,0,172900,No
1013,Sales-East,Representative,37,Female,Single,Other,24,6,9,14,No,4,3,3,2,43000,No
1014,Sales-West,Representative,52,Male,Divorced,Life Sciences,11,2,4,3,Yes,2,2,3,2,38800,No
1015,Sales-East,Analyst,27,Female,Divorced,Marketing,4,1,7,13,No,3,4,3,2,56700,No
1016,Sales-West,Executive,32,Female,Single,Life Sciences,14,1,5,3,No,3,1,3,1,168000,No
1017,HR,Manager,26,Male,Married,Technical Degree,10,0,8,17,No,4,1,3,1,165800,No
1018,R&D-Core,Analyst,41,Male,Married,Business,21,6,10,5,No,2,2,3,0,80100,No
1019,R&D-Core,Representative,35,Male,Single,Marketing,7,1,7,3,No,2,4,3,0,30000,No
1020,Sales-West,Representative,59,Female,Married,Life Sciences,27,5,13,5,No,4,2,3,0,41500,No
1021,Finance,Associate,55,Female,Single,Life Sciences,4,6,14,13,No,3,1,3,0,55700,No
1022,Sales-West,Representative,44,Female,Divorced,Life Sciences,25,2,2,2,No,4,2,3,1,28800,No
1023,R&D-Core,Manager,50,Male,Single,Business,7,5,10,0,No,3,3,4,1,132300,No
1024,R&D-Platform,Analyst,40,Male,Divorced,Marketing,26,7,11,10,Yes,1,3,3,3,77100,Yes
1025,Operations,Analyst,37,Male,Single,Life Sciences,28,1,4,13,Yes,1,1,3,2,73800,Yes
1026,Sales-West,Senior Analyst,51,Male,Married,Other,6,3,7,16,Yes,1,3,3,1,110200,Yes
1027,Finance,Analyst,35,Male,Single,Technical Degree,28,20,24,10,No,1,3,3,0,91300,Yes
1028,R&D-Core,Analyst,33,Male,Divorced,Technical Degree,28,17,17,11,No,4,2,3,0,86600,No
1029,Operations,Representative,26,Male,Divorced,Marketing,10,7,13,13,No,4,2,4,0,39700,No
1030,R&D-Core,Manager,53,Male,Single,Life Sciences,24,3,7,4,No,3,2,3,0,133600,No
1031,R&D-Platform,Senior Analyst,51,Female,Married,Business,3,7,7,9,Yes,4,3,3,0,112900,Yes
1032,Customer Support,Manager,21,Female,Married,Human Resources,10,0,8,15,Yes,1,3,4,0,104200,No
1033,Finance,Senior Analyst,53,Male,Married,Technical Degree,1,4,13,12,Yes,2,3,3,0,92600,No
1034,Sales-East,Senior Analyst,30,Female,Married,Technical Degree,24,10,10,8,Yes,3,3,3,3,102000,Yes
1035,Sales-East,Senior Analyst,55,Female,Divorced,Life Sciences,7,18,25,11,Yes,3,3,3,1,117900,No
1036,Operations,Representative,27,Female,Single,Human Resources,28,22,24,15,Yes,1,2,3,0,54200,No
1037,Sales-East,Senior Analyst,27,Female,Divorced,Technical Degree,20,1,2,10,Yes,4,1,4,2,106400,No
1038,R&D-Core,Analyst,31,Male,Single,Other,22,2,8,3,No,4,2,4,1,76700,Yes
1039,Operations,Manager,57,Female,Married,Marketing,11,6,10,7,Yes,2,3,3,3,166000,No
1040,Sales-East,Senior Analyst,57,Male,Married,Business,22,4,9,8,Yes,2,2,3,1,75600,No
1041,Sales-West,Senior Analyst,46,Male,Married,Technical Degree,27,7,13,7,No,3,3,3,1,106100,No
1042,Sales-West,Analyst,21,Male,Married,Human Resources,25,1,8,4,No,3,2,3,2,79400,No
1043,Sales-East,Senior Analyst,45,Male,Married,Marketing,1,9,15,12,No,3,2,3,0,112800,No
1044,R&D-Platform,Senior Analyst,32,Female,Single,Other,26,6,9,9,No,4,3,3,1,91200,No
1045,HR,Analyst,49,Male,Single,Technical Degree,16,6,10,12,No,3,3,3,2,75500,No
1046,R&D-Core,Executive,43,Female,Divorced,Human Resources,23,7,8,4,No,1,3,3,0,209900,No
1047,Sales-East,Associate,55,Female,Single,Life Sciences,26,2,6,11,No,2,3,3,1,45100,No
1048,Customer Support,Manager,48,Female,Married,Technical Degree,3,10,13,14,Yes,4,3,3,1,160000,Yes
1049,Customer Support,Analyst,33,Male,Single,Other,16,8,8,11,Yes,4,3,3,0,78300,No
1050,HR,Representative,51,Male,Married,Other,7,0,8,13,Yes,2,1,3,0,34100,No
1051,Sales-East,Manager,30,Male,Divorced,Human Resources,12,1,4,18,No,1,2,3,3,122700,Yes
1052,HR,Executive,35,Female,Married,Other,4,5,9,17,No,4,3,4,2,180300,No
1053,Finance,Analyst,30,Male,Married,Life Sciences,18,1,7,6,No,2,4,3,2,61200,No
1054,R&D-Core,Analyst,29,Male,Married,Business,14,0,3,25,No,2,3,3,0,64900,No
1055,Customer Support,Senior Analyst,36,Male,Single,Technical Degree,2,11,11,16,No,3,4,3,1,113800,No
1056,R&D-Core,Senior Analyst,54,Male,Single,Technical Degree,2,13,20,6,No,1,2,3,1,115100,No
1057,R&D-Platform,Associate,38,Male,Single,Other,13,10,19,10,No,3,1,4,0,48000,No
1058,Sales-East,Analyst,25,Male,Married,Technical Degree,16,0,5,19,No,4,4,3,2,67900,No
1059,HR,Senior Analyst,50,Female,Divorced,Human Resources,19,2,11,17,No,2,2,3,0,77000,No
1060,Customer Support,Analyst,23,Male,Single,Life Sciences,27,8,9,20,No,3,2,4,2,80200,No
1061,Customer Support,Associate,42,Female,Married,Marketing,13,7,7,9,No,1,3,3,0,51800,No
1062,Sales-West,Analyst,30,Female,Single,Marketing,29,17,20,4,No,2,3,3,3,99000,No
1063,Operations,Senior Analyst,56,Male,Single,Business,28,4,11,16,Yes,1,4,3,1,106800,Yes
1064,Finance,Analyst,40,Female,Divorced,Business,2,4,13,3,No,1,2,3,1,64300,Yes
1065,R&D-Core,Analyst,37,Male,Single,Technical Degree,6,6,15,9,No,2,2,4,0,44400,No
1066,R&D-Core,Manager,57,Male,Single,Technical Degree,20,0,0,3,No,3,1,3,1,89700,No
1067,Customer Support,Representative,38,Female,Divorced,Human Resources,5,4,5,22,No,1,3,3,0,34400,No
1068,Sales-West,Manager,49,Female,Single,Other,5,8,15,13,Yes,3,3,3,2,131400,Yes
1069,Finance,Associate,38,Male,Single,Business,25,2,11,8,No,3,3,4,2,49200,Yes
1070,Finance,Analyst,42,Female,Divorced,Business,26,9,12,4,No,2,2,3,2,94100,No
1071,R&D-Platform,Associate,40,Male,Single,Life Sciences,20,1,9,9,No,3,2,3,2,49900,No
1072,Customer Support,Analyst,41,Male,Divorced,Human Resources,1,4,11,9,No,2,3,3,1,65800,No
1073,R&D-Platform,Associate,38,Male,Single,Life Sciences,22,0,6,4,No,1,4,3,1,52200,No
1074,R&D-Platform,Analyst,48,Male,Married,Business,3,1,2,12,No,4,2,3,2,60100,No
1075,Sales-West,Senior Analyst,39,Male,Single,Human Resources,19,10,13,7,No,4,2,3,0,121500,Yes
1076,Operations,Associate,45,Male,Married,Technical Degree,10,4,10,19,No,3,3,3,2,52500,No
1077,R&D-Core,Associate,49,Male,Divorced,Life Sciences,29,3,7,8,No,4,4,3,0,37300,No
1078,Finance,Analyst,34,Female,Divorced,Business,1,1,9,4,No,3,2,3,1,68800,Yes
1079,R&D-Core,Representative,27,Female,Single,Human Resources,2,2,11,3,No,4,2,3,1,44900,No
1080,Operations,Associate,24,Male,Married,Technical Degree,20,2,2,13,No,3,3,4,2,45500,No
1081,Operations,Representative,44,Male,Single,Marketing,2,5,11,11,No,4,3,4,2,43800,No
1082,Sales-East,Senior Analyst,28,Female,Single,Technical Degree,6,2,11,10,Yes,3,3,3,0,95400,No
1083,Operations,Representative,34,Male,Single,Business,29,3,12,27,No,3,3,3,1,36800,Yes
1084,HR,Associate,51,Male,Married,Business,21,1,2,8,No,3,3,3,0,44100,No
1085,Sales-East,Representative,39,Female,Married,Other,8,3,11,12,No,4,3,3,0,42600,No
1086,R&D-Platform,Senior Analyst,45,Male,Married,Life Sciences,28,1,1,6,No,1,3,3,3,80400,Yes
1087,Sales-East,Analyst,26,Female,Married,Marketing,24,3,5,14,No,4,2,3,1,60900,No
1088,HR,Representative,52,Female,Married,Other,14,0,8,3,No,4,3,3,2,38500,No
1089,Sales-West,Associate,44,Male,Single,Life Sciences,4,2,2,3,No,4,1,3,0,52900,No
1090,R&D-Core,Senior Analyst,22,Male,Single,Other,14,8,13,13,Yes,2,3,3,2,125000,No
1091,R&D-Core,Senior Analyst,39,Male,Married,Business,8,6,11,9,No,4,1,3,2,92900,No
1092,HR,Representative,56,Male,Divorced,Business,29,2,2,15,No,3,1,4,0,31000,No
1093,Customer Support,Associate,39,Female,Married,Technical Degree,17,1,6,10,Yes,3,4,3,0,52300,No
1094,Operations,Manager,35,Male,Married,Technical Degree,10,4,10,11,Yes,1,2,3,1,108900,Yes
1095,R&D-Core,Senior Analyst,22,Male,Divorced,Marketing,19,2,6,5,No,4,2,4,1,85300,No
1096,HR,Analyst,57,Female,Divorced,Technical Degree,26,7,12,4,No,2,4,3,0,70400,No
1097,Sales-East,Manager,29,Female,Married,Other,6,3,4,9,Yes,3,1,4,2,157600,No
1098,R&D-Core,Analyst,44,Male,Married,Technical Degree,21,2,11,9,No,2,3,3,2,63600,No
